vértice,tempo_execução_médio_backtracking,tempo_execução_médio_programação_dinâmica,tempo_execução_médio_força_bruta,acurácia_backtracking,acurácia_programação_dinâmica
5.0,0.12396740913391113,0.0729978084564209,0.11401104927062988,100.0,100.0
