vértice,tempo_execução_médio_backtracking,tempo_execução_médio_programação_dinâmica,tempo_execução_médio_força_bruta,acurácia_backtracking,acurácia_programação_dinâmica,distancia_minima_dp,distancia_minima_bf
5.0,0.11580348014831543,0.06897258758544922,0.12202882766723633,0.0,1.0,,
